Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_001_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_002_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_003_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_004_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_005_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_006_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_007_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_008_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_009_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_010_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_011_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_012_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_013_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_014_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_015_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_016_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_017_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_018_02_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_019_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_020_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_021_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_022_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_023_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_024_001_4pto.raw
A6NHQ2	FBLL1_HUMAN	FBLL1	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1		6.49444e+07	7.94561e+07		7.61971e+07		7.03363e+07			8.88903e+07	7.40984e+07	7.63771e+07		7.86709e+07	7.00379e+07		7.70543e+07	8.26144e+07		8.76313e+07			7.15994e+07	
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	4.38607e+06	4.33281e+06	4.61164e+06	4.21892e+06	4.07977e+06	3.9503e+06	4.18896e+06	4.11164e+06	4.4376e+06	4.08031e+06	4.05346e+06	4.33356e+06	4.85565e+06	3.84177e+06	4.07871e+06	4.0873e+06	4.22808e+06	4.25297e+06	4.16806e+06	4.05182e+06	4.11968e+06	3.16149e+06	4.02497e+06	4.16088e+06
A6NHX0	CAST2_HUMAN	CASTOR2	Cytosolic arginine sensor for mTORC1 subunit 2		43187.6	17509.5	17093					31205.4		19149		34521.7	15777.4	18471.7	30194.5	33326.6	18010.3			23610		35693	31586.9
A6NI28	RHG42_HUMAN	ARHGAP42	Rho GTPase-activating protein 42	273212	329220	251588	326331	292875	244898	259287	317684	265432	259867	256446	285536	295834	253047	195788	226214	253851	263409	205530	225180	233121	222885	216027	205183
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	4.03685e+06	3.13909e+06	3.14443e+06	3.38325e+06	3.43926e+06	2.98904e+06	3.08917e+06	2.75846e+06	3.30526e+06	3.43284e+06	3.31612e+06	3.265e+06	3.27752e+06	3.88714e+06	3.25796e+06	3.45516e+06	3.3215e+06	3.70094e+06	3.49236e+06	3.52396e+06	3.40775e+06	4.5548e+06	3.36632e+06	3.5862e+06
A6NIZ1	RP1BL_HUMAN	RAP1BL	Ras-related protein Rap-1b-like protein	3.05583e+07	2.50605e+07	2.84488e+07	2.47163e+07	2.62526e+07	2.6648e+07	2.29294e+07	2.73631e+07	2.5143e+07	2.27213e+07	2.65612e+07	3.02492e+07	3.56115e+07	2.8393e+07	2.5882e+07	3.5016e+07	2.50577e+07	2.43546e+07	2.61495e+07	2.42093e+07	2.85502e+07	3.29278e+07	2.51343e+07	3.57136e+07
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	1.31314e+06	1.13007e+06	1.18187e+06	1.22214e+06	1.57006e+06	1.4087e+06	1.29351e+06	1.27182e+06	1.42564e+06	1.26787e+06	1.37555e+06	1.32779e+06	1.92912e+06	1.27767e+06	1.53187e+06	1.70267e+06	1.58379e+06	1.45484e+06	1.25376e+06	1.42642e+06	1.37145e+06	1.23594e+06	1.42832e+06	1.23357e+06
A6NK58	LIPT2_HUMAN	LIPT2	Octanoyl-[acyl-carrier-protein]:protein N-octanoyltransferase LIPT2, mitochondrial	938570	712116	974926	816355	1.23563e+06	899662	751573	756179	825364	1.1404e+06	884647	1.04862e+06	1.10445e+06	753172	902374	733972	947551	693881	1.0109e+06	790404	842727	819768	897529	837186
A6NK89	RASFA_HUMAN	RASSF10	Ras association domain-containing protein 10	83907.9	65718.5	86967.1	103171		115357	85963.3	132768	88448.4	84337.7	74857.1	117950	128774	113252	99676.3	110193	126274	116847	92268.9	146647	75805.9	109447	115346	141456
A6NKD9	CC85C_HUMAN	CCDC85C	Coiled-coil domain-containing protein 85C	4.05759e+06	3.17826e+06	3.39087e+06	3.45262e+06	4.02201e+06	4.10501e+06	3.62334e+06	2.68337e+06	3.9967e+06	3.2925e+06	3.47762e+06	3.0217e+06	2.92742e+06	4.74551e+06	4.17744e+06	3.49938e+06	3.89591e+06	3.47072e+06	3.2393e+06	2.67964e+06	3.39182e+06	5.11079e+06	3.87272e+06	3.34779e+06
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	843809	835174	814151	837823	936283	783406	838660	662153	873170	998572	847262	895067	1.25153e+06	1.19376e+06	1.27109e+06	1.04074e+06	1.36808e+06	1.36882e+06	1.25793e+06	1.1308e+06	1.20249e+06	1.5226e+06	1.35853e+06	1.0312e+06
A6NNL5	CO061_HUMAN	C15orf61	Uncharacterized protein C15orf61	701495	795006	681310	706268	572623	613225	530345	522694	586198	852943	527253	703655	792126	707552	698844	686336	602376	706592	1.13957e+06	776364	605485	601991	640226	788781
A6NNY8	UBP27_HUMAN	USP27X	Ubiquitin carboxyl-terminal hydrolase 27		30029.3	16064.7	10242.4		8136.88	8830.41		10747.9	13032.2	5224.29	13103.4	11820.4	10090.3	6650.35	5909.1	9687.34	10599.4		13185.3	15978.3	12943.6	16113.5	14583.8
A6QL63	ABTB3_HUMAN	ABTB3	Ankyrin repeat and BTB/POZ domain-containing protein 3	258306	335237	321203	284664	255943	262565	288910	312171	332789	299963	303860	280014	332153	280189	211712	211147	286166	316604	330940	219203	299002	213548	248898	212016
A6ZKI3	RTL8C_HUMAN	RTL8C	Retrotransposon Gag-like protein 8C	544932	632930	517294	727040	766651	1.00361e+06	727609	928140	718855	813504	935948	543582	853327	580396	550980	652146	671157	609612	435938	295224	710554	940991	617015	465226
A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	3.85829e+06	3.50321e+06	3.85601e+06	3.98219e+06	3.85157e+06	3.73242e+06	3.78011e+06	3.82406e+06	3.65762e+06	4.0282e+06	3.92176e+06	4.11856e+06	4.86727e+06	3.40827e+06	3.53522e+06	3.5626e+06	3.53293e+06	3.68382e+06	3.26636e+06	3.43573e+06	3.66738e+06	3.0614e+06	3.49982e+06	3.96155e+06
A7KAX9	RHG32_HUMAN	ARHGAP32	Rho GTPase-activating protein 32	2.26495e+06	1.93021e+06	2.12603e+06	1.7649e+06	2.10391e+06	1.83719e+06	2.4004e+06	1.77853e+06	2.12859e+06	2.00717e+06	2.28154e+06	1.77582e+06	3.02205e+06	2.44111e+06	2.8671e+06	2.5284e+06	2.88202e+06	2.58019e+06	2.95981e+06	2.52514e+06	2.77579e+06	2.45966e+06	2.89054e+06	2.44965e+06
A7MBM2	DISP2_HUMAN	DISP2	Protein dispatched homolog 2	200857	245070	182000	152572	151821	149592	155470	137560	141310	132718	154090	217676	295406	264857	261906	281169	257267	241982	203981	234800	212096	292502	249912	261480
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	1.08439e+06	1.30163e+06	1.10096e+06	1.09288e+06	1.18689e+06	1.2844e+06	1.17083e+06	1.20984e+06	1.19095e+06	1.26037e+06	888732	913637	1.17048e+06	1.13885e+06	975662	1.27088e+06	1.11165e+06	1.15168e+06	1.24872e+06	1.08294e+06	1.41977e+06	1.45449e+06	1.14285e+06	1.61022e+06
A8K0S8	ME3L2_HUMAN	MEIS3P2	Putative homeobox protein Meis3-like 2		128673								55299.5		93086.2	79921.4		105557	82025.5	81936.8	58409.2				188297		97636.7
A8K2U0	A2ML1_HUMAN	A2ML1	Alpha-2-macroglobulin-like protein 1	2256.16		3026.82	2478.88	4599.21	3461.06	1792.47	1971.6	2377.1				1339.6			1405.92		3177.99				3323.75		1790.88
A8K855	EFCB7_HUMAN	EFCAB7	EF-hand calcium-binding domain-containing protein 7	1.26041e+06	1.72742e+06	1.1465e+06	1.18301e+06	927147	1.42098e+06	1.22155e+06	781820	1.28046e+06	1.15916e+06	1.29442e+06	1.39748e+06	1.07573e+06	440003	1.03647e+06	1.03534e+06	972367	969563	1.18832e+06	974310	1.25489e+06	1.03749e+06	1.32456e+06	1.03518e+06
A8K8P3	SFI1_HUMAN	SFI1	Protein SFI1 homolog													4.3531e+06		3.36105e+06	4.18918e+06	3.23399e+06			4.30584e+06				
A8MPP1	D11L8_HUMAN	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	123329	143343	125556	88172.1	91101.7	84796.7	123905	121364	100229	92846	121875	96177.2	83910.5	59047.6	79674.7	53221.3	60075.7	68066.5	89745.8	80514.3	71862	58530.5	132869	62308.7
A8MPS7	YDJC_HUMAN	YDJC	Carbohydrate deacetylase	1.3576e+06	997125	792009	1.06061e+06	632474	945402	876802	728414	817756	1.02727e+06	754343	565074	1.33054e+06	1.17592e+06	949019	1.04909e+06	1.09787e+06	1.09281e+06	1.10608e+06	917306	1.10658e+06	1.24628e+06	1.011e+06	825870
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1.0898e+07	9.81351e+06	1.20374e+07	1.09373e+07	1.32135e+07	1.43949e+07	1.13345e+07	8.43531e+06	1.62729e+07	7.11604e+06	7.16939e+06	5.42927e+06	1.41192e+07	1.42361e+07	1.36378e+07	1.76989e+07	1.36062e+07	1.25092e+07	1.24871e+07	1.26387e+07	1.19734e+07	2.07972e+07	1.85003e+07	1.79305e+07
A8MT69	CENPX_HUMAN	CENPX	Centromere protein X	1.60743e+06	1.50722e+06	1.59883e+06	1.62469e+06	1.85645e+06	1.87782e+06	1.28331e+06	1.31031e+06	1.67115e+06	1.75876e+06	1.31887e+06	1.20245e+06	1.25607e+06	1.8284e+06	1.73366e+06	1.98086e+06	1.69845e+06	1.85701e+06	1.75286e+06	1.5696e+06	1.91252e+06	2.37982e+06	1.71684e+06	1.33101e+06
A8MTT3	CEBOS_HUMAN	CEBPZOS	Protein CEBPZOS	1.48016e+06	1.49288e+06	1.56524e+06	1.6213e+06	1.1709e+06	1.8818e+06	1.79228e+06	989117	1.50876e+06	1.57062e+06	1.38786e+06	1.12582e+06	1.45061e+06	1.14549e+06	1.39718e+06	1.40151e+06	1.50873e+06	1.51935e+06	1.35844e+06	1.50686e+06	1.32209e+06	1.76337e+06	1.5578e+06	1.57664e+06
A8MTY0	ZN724_HUMAN	ZNF724	Zinc finger protein 724	125608	185689	127763	160549	123535	169156	144410	93239	83968.6	144206	64680	95995.6	144705	74874.6	92225.4	94883.1	87063.1	150786	88376.5	88370.9	94617.7	115442	78522.9	86676.9
A8MUP2	CSKMT_HUMAN	CSKMT	Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial	4392.67		3072.26			7376.87			2983.71		8120.96		14089.8			6484.83		4650.45				16457.2	13550.4	
A8MV65	VGLL3_HUMAN	VGLL3	Transcription cofactor vestigial-like protein 3	31535.2	12097.9	51217.1	18253.4	41420.2	18151.7	16494.4		32900.6	25860.8	25729	26219.8			14249.5	12609.7	17218.3		9944.13		13744.4	18821	15974	14283.6
A8MW92	P20L1_HUMAN	PHF20L1	PHD finger protein 20-like protein 1	75663.6	80007	70151.2	67627.5	88010.5	82082.4	98615.9	118118	93090.2	103607	69251.4	140106	104146	85966	112882	85645.1	103710	122924	82234.8	119402	140994	98134.7	108774	82405.7
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1.1802e+08	1.0643e+08	1.13927e+08	1.08892e+08	1.18437e+08	1.14901e+08	9.50427e+07	1.05092e+08	9.21425e+07	1.00763e+08	9.59038e+07	1.06495e+08	9.36834e+07	1.1177e+08	1.07112e+08	1.23291e+08	1.09954e+08	1.13489e+08	1.20862e+08	1.11204e+08	1.11358e+08	1.52778e+08	1.12641e+08	1.14162e+08
A8MWX3	WASH4_HUMAN	WASH4P	Putative WAS protein family homolog 4	1.96959e+06	1.56849e+06	1.63367e+06	2.54434e+06	1.50101e+06	1.98279e+06	2.01797e+06	1.3806e+06	2.03883e+06	2.08651e+06	2.2755e+06	2.16053e+06	2.06456e+06	3.09963e+06	2.63039e+06	2.29951e+06	2.70769e+06	2.00857e+06	2.41041e+06	2.40197e+06	2.01922e+06	3.01742e+06	2.48102e+06	2.51148e+06
A8MXV4	NUD19_HUMAN	NUDT19	Acyl-coenzyme A diphosphatase NUDT19	6.4068e+06	7.05468e+06	6.97395e+06	7.12685e+06	6.03384e+06	6.65471e+06	6.69782e+06	6.60707e+06	6.28954e+06	6.73159e+06	6.46571e+06	6.08341e+06	7.70211e+06	5.65755e+06	5.22442e+06	6.29042e+06	5.75319e+06	6.47856e+06	5.19045e+06	5.22911e+06	5.27087e+06	4.35338e+06	5.1346e+06	5.61446e+06
A8MYP8	CMA1B_HUMAN	CIMAP1B	Ciliary microtubule associated protein 1B	75726.1		71824.2	141229	37632.3	43327.9	36420.2	71651	32963.3	54930.7	33036.3	84610								42498.6			33484.3	39766.9
A8MZ97	CB074_HUMAN	C2orf74	Uncharacterized protein C2orf74		8854.73	8051.2	188780	5698.25	9973.71	6648.01		7874.1	9480.83	8006.89	7869.33	945274	504907	6091.71	6934.25		1.00051e+06	10221.8			9901.4	10937.8	
A9QM74	IMA8_HUMAN	KPNA7	Importin subunit alpha-8		2.94305e+06			2.93724e+06		2.1394e+06	2.1487e+06		2.23018e+06			2.56128e+06		1.2584e+06			1.82482e+06		1.32637e+06			1.99666e+06	
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	5.482e+06	4.41474e+06	4.73451e+06	4.99876e+06	5.3252e+06	4.47668e+06	5.35806e+06	4.79435e+06	5.3131e+06	5.02121e+06	5.39266e+06	5.02965e+06	4.00806e+06	4.9479e+06	4.9855e+06	4.55531e+06	4.5462e+06	3.9458e+06	4.37427e+06	3.92293e+06	4.95517e+06	5.8707e+06	4.83495e+06	4.20671e+06
B0FP48;E5RIL1	UPK3L_HUMAN;UPKL2_HUMAN	UPK3BL1;UPK3BL2	Uroplakin-3b-like protein 1	5.29808e+06	3.36388e+06	4.03744e+06	3.41904e+06	5.50667e+06	3.65021e+06	5.1757e+06	2.54763e+06	4.55359e+06	3.59589e+06	4.16119e+06		1.44216e+07	1.0689e+07	1.1736e+07	4.56247e+06	1.56185e+07	8.60316e+06	1.15915e+07	4.56108e+06	1.45649e+07	1.23197e+07	1.22263e+07	5.68751e+06
B0YJ81	HACD1_HUMAN	HACD1	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1	15559.7	13919.8	13626.2	11673.3	8293.21	9578.69	11954.4	16853.1	7388.68	18978.6	15030.8	8254.04	18240.9		8827.55	10019.2	16070	12547	8868.16	10640.4	6224.49	10916.5	9424.13	10257.8
B1AK53	ESPN_HUMAN	ESPN	Espin	2.85379e+06	2.49514e+06	2.33803e+06	2.31468e+06	2.53839e+06	2.56513e+06	2.51518e+06	1.99576e+06	2.26648e+06	2.72242e+06	2.43664e+06	2.05384e+06	4.42014e+06	4.21984e+06	4.14223e+06	3.6651e+06	4.58596e+06	4.07896e+06	4.1152e+06	2.84233e+06	4.07926e+06	5.2584e+06	4.07444e+06	3.31606e+06
B2RBV5	MR1L2_HUMAN	MRFAP1L2	MORF4 family associated protein 1 like 2	329132	170713	156137	123005	176288	221207	151641	125318	227635	154339	169047	175160	164956	248947	305308	161617	326883	275100	267043	130213	201414	291991	295286	132308
B2RTY4	MYO9A_HUMAN	MYO9A	Unconventional myosin-IXa	650285	640085	605292	631670	610284	607211	663149	427185	686494	701169	686849	556222	717495	557480	536695	377296	540044	492159	588422	563367	482452	610023	607978	537977
B3KU38;P0DPB3	IQIP1_HUMAN;SCHI1_HUMAN	IQCJ-SCHIP1;SCHIP1	IQCJ-SCHIP1 readthrough transcript protein	39996	9839.49	41855.2	31388.6	35216.2	43146.5	29881.5	30374.5	52842	39398.7	37480	38580.6		67143	25371.7	41700.1	35087	42945.8	29370.1	28383.6	40965.4	33561.8	42847	24160.2
B7ZAP0	RBG10_HUMAN	RABGAP1L	Rab GTPase-activating protein 1-like, isoform 10	2.8966e+06	2.73856e+06	2.5593e+06	2.47621e+06	2.77236e+06	1.94052e+06	2.93377e+06	2.43575e+06	3.03161e+06	2.67999e+06	3.09561e+06	2.88606e+06	3.00703e+06	2.35495e+06	1.94988e+06	2.10415e+06	2.63777e+06	2.84916e+06	2.37791e+06	2.13219e+06	2.40245e+06	2.48543e+06	2.29704e+06	2.43496e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	2.12142e+06	2.21714e+06	3.1039e+06	2.29559e+06	2.4003e+06	1.78641e+06	2.4698e+06	2.55633e+06	3.16319e+06	2.71284e+06	2.72992e+06	2.31128e+06	2.03488e+06	1.64921e+06	2.01241e+06	2.08301e+06	2.13562e+06	1.7822e+06	1.95234e+06	1.9833e+06	2.15995e+06	1.35356e+06	1.91881e+06	1.78531e+06
C0HLS1	OSCRI_HUMAN	SCRIB	SCRIB overlapping open reading frame protein	18970.5		11957	16294.1	15084.9	19194.5	13215.5	12789.5	15113.9	19924.3		9778.59	21025	44098.6	18519.2	23463.6	21699.3	27736	15153.9	38226.1	21770.1	30280.7	23135.7	17499.1
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	5.38121e+06	6.05182e+06	5.12753e+06	5.78428e+06	5.52583e+06	5.7378e+06	5.61863e+06	5.26423e+06	4.29256e+06	5.33971e+06	4.65602e+06	5.01702e+06	4.56326e+06	6.67035e+06	5.8398e+06	5.82666e+06	6.44518e+06	5.69663e+06	5.33369e+06	5.77596e+06	5.4967e+06	8.00475e+06	5.82801e+06	5.7366e+06
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1.33184e+06	1.3399e+06	1.07874e+06	1.57918e+06	1.5582e+06	1.55097e+06	1.46862e+06	1.2605e+06	1.03162e+06	1.55102e+06	1.1985e+06	1.25988e+06	886150	1.99692e+06	1.61916e+06	909674	1.6886e+06	1.58708e+06	1.61877e+06	1.23315e+06	1.52575e+06	2.47811e+06	1.57082e+06	1.24007e+06
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	586918	419804	480899	444353	323481	423788	422980	480250	420303	407058	467175	342085	728392	386844	320334	473606	529796	542004	434026	613902	535605	471786	475975	502064
C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	6.97659e+07	6.47296e+07	4.33014e+07	6.76841e+07	6.66398e+07	6.66027e+07	5.10071e+07	5.39893e+07	5.04661e+07	5.92001e+07	5.21362e+07	5.98645e+07	2.311e+07	6.56263e+07	4.32981e+07	4.14565e+07	4.33769e+07	3.85427e+07	3.93705e+07	3.54183e+07	3.73732e+07	7.24926e+07	3.88316e+07	3.65561e+07
D3W0D1	KLRF2_HUMAN	KLRF2	Killer cell lectin-like receptor subfamily F member 2									229428															90926
E7ERA6	RN223_HUMAN	RNF223	RING finger protein 223	103462		104255	95648.5	118715	133693	71418.9	64821.6	93762	44041.7	105802	51553.4		226322	202042	101303	169236	140909	160861	132976	144538	212137	169358	116988
E7ETH6	Z587B_HUMAN	ZNF587B	Zinc finger protein 587B	6907.24		10370.5	13178.7		6323.06	20206.4		24225.7	23733.3	10115.4			17156.4				21852.1	26702.4		13197	15575.4	17811.3	
E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	3.85809e+08	3.73101e+08	3.55978e+08	2.61361e+08	3.88543e+08	3.34285e+08	3.40006e+08	3.37517e+08	3.37379e+08	3.37686e+08	3.58838e+08	3.79827e+08	2.52064e+08	4.30593e+08	3.99089e+08	3.68178e+08	3.63795e+08	3.55381e+08	4.27255e+08	4.20857e+08	4.1112e+08	4.88869e+08	3.79288e+08	4.16318e+08
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	2.40858e+07	2.43326e+07	2.60113e+07	2.35081e+07	2.73618e+07	3.40592e+07	2.75256e+07	2.62144e+07	2.68539e+07	2.88236e+07	3.14738e+07	2.50853e+07	2.56119e+07	2.46e+07	2.45953e+07	2.30032e+07	2.66069e+07	2.27233e+07	2.72208e+07	2.45143e+07	2.87347e+07	2.84932e+07	2.61216e+07	2.51485e+07
F7VJQ1	APRIO_HUMAN	PRNP	Alternative prion protein												25428.9				23099.3								
H0YL14	TM250_HUMAN	TMEM250	Transmembrane protein 250		91320.9	55640.5	70692.4	37679.6	68782.6		57794.7		71356.2	63176.4	43036.4	69017.6	60505.7	49097.6		59472.8	50687.6	63318.3	78575.9	53472.5	28648.2	130398	
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	3.71587e+06	5.53099e+06	3.26279e+06	4.29553e+06	5.04374e+06	5.46582e+06	5.31371e+06	4.79297e+06	4.54839e+06	4.64926e+06	4.70375e+06	4.44561e+06	4.77702e+06	4.21898e+06	4.03257e+06	4.71851e+06	4.6485e+06	4.11035e+06	3.87268e+06	4.63908e+06	5.10656e+06	5.96363e+06	5.54524e+06	4.90043e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	5.76626e+06	4.82247e+06	4.5388e+06	5.99921e+06	5.91392e+06	6.07492e+06	4.73602e+06	4.80683e+06	4.82112e+06	5.19635e+06	5.14778e+06	5.37777e+06	3.76201e+06	8.56193e+06	5.93905e+06	5.18342e+06	5.64641e+06	5.77293e+06	5.24333e+06	5.20454e+06	4.74932e+06	7.46567e+06	4.80165e+06	4.82805e+06
L0R8F8	MIDUO_HUMAN	MIEF1	Mitochondrial ribosome and complex I assembly factor AltMIEF1	832463	1.12082e+06	659518	1.06976e+06	1.2347e+06	1.41258e+06	1.05765e+06	1.12417e+06	699454	1.11229e+06	1.17403e+06	794648	1.07665e+06	952269	1.01232e+06	1.26619e+06	1.1071e+06	1.06646e+06	1.23336e+06	1.14174e+06	1.23416e+06	1.45831e+06	1.14356e+06	1.07995e+06
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	9.37884e+06	9.73018e+06	7.98482e+06	7.49152e+06	1.06936e+07	1.18212e+07	8.13481e+06	7.17903e+06	8.71637e+06	8.9071e+06	8.68719e+06	6.70383e+06	5.97491e+06	7.67705e+06	7.18201e+06	4.94308e+06	8.02706e+06	6.81676e+06	6.3931e+06	4.4506e+06	7.97163e+06	1.03545e+07	7.60594e+06	5.16522e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	3.74314e+07	3.80274e+07	3.88326e+07	3.61282e+07	3.60974e+07	3.57506e+07	3.79942e+07	3.73646e+07	3.78543e+07	3.94431e+07	3.97982e+07	3.67586e+07	4.5019e+07	3.66758e+07	3.81019e+07	3.74424e+07	3.79229e+07	4.07828e+07	3.85493e+07	3.89566e+07	3.90796e+07	3.14618e+07	3.83205e+07	3.72149e+07
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	305204	275637	311433	234052	225257	315754	340569	249102	268736	360889	256394	193147	636817	497428	441865	368556	428781	500808	483949	344476	435144	339733	479604	420609
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	9.04956e+06	8.52802e+06	8.8035e+06	8.03705e+06	8.35751e+06	8.47933e+06	8.37093e+06	8.52616e+06	8.99425e+06	8.42746e+06	8.59467e+06	8.73793e+06	9.67376e+06	7.93149e+06	7.97578e+06	7.95335e+06	8.17824e+06	8.38749e+06	8.62564e+06	7.97365e+06	8.18614e+06	7.50519e+06	7.93166e+06	8.24275e+06
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	347376	517709	409052	511210	457382	470118	435134	451012	479328	501948	515064	511548	351180	319598	381939	311205	354249	394713	320705	341744	354034	324197	298149	389586
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	2.92348e+07	3.18962e+07	3.79613e+07	2.98359e+07	3.18953e+07	3.35495e+07	2.92479e+07	3.29387e+07	3.54167e+07	2.8393e+07	3.37099e+07	2.7935e+07	4.72517e+07	3.46919e+07	4.0285e+07	4.46105e+07	3.55836e+07	3.70794e+07	3.50199e+07	3.70352e+07	4.30047e+07	3.40389e+07	3.46113e+07	4.74979e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	4.33884e+08	3.9919e+08	3.64766e+08	3.55756e+08	4.51752e+08	3.91081e+08	3.45522e+08	3.28911e+08	3.06512e+08	3.72028e+08	3.3149e+08	3.48737e+08	1.67016e+08	4.06414e+08	2.88846e+08	2.71251e+08	2.73667e+08	2.58886e+08	2.75171e+08	2.62768e+08	2.52554e+08	4.0688e+08	2.80171e+08	2.70006e+08
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	5.89365e+07	7.21051e+07	7.75715e+07	6.27075e+07	6.7966e+07	6.52095e+07	6.69401e+07	6.77173e+07	6.94756e+07	6.37497e+07	6.82275e+07	6.16668e+07	5.28915e+07	5.52434e+07	6.74554e+07	6.24634e+07	5.76667e+07	6.38212e+07	6.07352e+07	6.92011e+07	6.49773e+07	5.2643e+07	5.81053e+07	6.58486e+07
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	3.25958e+07	3.66049e+07	3.60188e+07	3.38706e+07	3.2455e+07	3.29679e+07	3.50006e+07	3.94062e+07	3.72081e+07	3.73284e+07	3.6922e+07	3.78292e+07	3.62065e+07	2.83233e+07	2.83966e+07	3.22241e+07	2.86251e+07	2.8703e+07	2.85964e+07	3.3696e+07	2.91809e+07	2.31112e+07	2.94943e+07	3.17564e+07
