Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_001_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_002_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_003_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_004_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_005_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_006_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_007_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_008_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_009_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_010_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_011_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_012_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_013_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_014_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_015_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_016_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_017_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_018_02_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_019_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_020_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_021_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_022_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_023_01_4pto.raw	Y:\data\orbitrap_astral1\Raw\2502\ELMO\2024MK017_ELMO_024_001_4pto.raw
Q14703	MBTP1_HUMAN	MBTPS1	Membrane-bound transcription factor site-1 protease	203196	218185	239007	191143	222186	228919	209755	243187	189881	223132	278955	209171	235748	223228	260241	229755	227740	270337	297832	311841	251379	230268	246750	188921
Q14728	MFS10_HUMAN	MFSD10	Major facilitator superfamily domain-containing protein 10	2.52977e+06	2.31084e+06	3.09557e+06	3.01249e+06	2.80762e+06	1.9749e+06	2.30172e+06	2.63163e+06	2.41098e+06	2.37252e+06	2.00099e+06	2.8621e+06	2.17774e+06	1.96251e+06	2.07243e+06	2.06041e+06	2.29833e+06	2.09641e+06	2.29349e+06	2.67227e+06	1.80768e+06	1.1515e+06	1.86459e+06	2.33001e+06
Q14738	2A5D_HUMAN	PPP2R5D	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	2.4217e+07	2.40865e+07	1.98869e+07	2.25919e+07	2.26059e+07	2.37797e+07	2.19362e+07	2.33144e+07	2.05084e+07	2.31582e+07	2.38637e+07	2.12488e+07	2.42439e+07	1.8763e+07	1.99121e+07	2.26709e+07	2.16696e+07	1.98186e+07	2.06165e+07	2.01471e+07	2.04505e+07	2.46662e+07	2.15994e+07	2.09782e+07
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	2.66e+07	2.69822e+07	2.85046e+07	2.45709e+07	2.87717e+07	2.50049e+07	2.72522e+07	2.65562e+07	2.73132e+07	2.81834e+07	2.98625e+07	2.64825e+07	4.00348e+07	3.09994e+07	3.20274e+07	2.88052e+07	3.29684e+07	3.00679e+07	3.49296e+07	3.49321e+07	3.42132e+07	2.36183e+07	3.26384e+07	2.86164e+07
Q14746	COG2_HUMAN	COG2	Conserved oligomeric Golgi complex subunit 2	3.57164e+07	3.93236e+07	3.15611e+07	4.14436e+07	3.70742e+07	3.58345e+07	3.42488e+07	3.58661e+07	3.34081e+07	3.88139e+07	3.50222e+07	3.58022e+07	3.61019e+07	3.19677e+07	3.07531e+07	3.69845e+07	3.53558e+07	3.38869e+07	2.98042e+07	3.48544e+07	3.14146e+07	4.14753e+07	3.4137e+07	3.39001e+07
Q14764	MVP_HUMAN	MVP	Major vault protein	7.59572e+07	8.67849e+07	9.55121e+07	9.24063e+07	8.26844e+07	7.55798e+07	9.55496e+07	9.70469e+07	8.24694e+07	7.86545e+07	9.55447e+07	9.87291e+07	6.4109e+07	5.5806e+07	6.77342e+07	6.75996e+07	6.19323e+07	6.04036e+07	6.87929e+07	7.62596e+07	6.23059e+07	4.65554e+07	6.44813e+07	6.9484e+07
Q14781	CBX2_HUMAN	CBX2	Chromobox protein homolog 2	16087.6	16853.2	18523	22888.7	21211.6	18466.6	18233.2	10733.3	16530	17182.1	11205.5	7963.57	16414.2	27251.4	22374.6	23578.7	30962.9	30704.1	14165.3	25313.2	25282.8	25061.9	21810.5	25568.4
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	5.46421e+07	5.30325e+07	4.62482e+07	5.55543e+07	5.16183e+07	5.73154e+07	5.20731e+07	5.3328e+07	5.21996e+07	5.38246e+07	4.95214e+07	6.07228e+07	2.89126e+07	4.93787e+07	4.49084e+07	4.63588e+07	4.77513e+07	4.57444e+07	4.81036e+07	4.70351e+07	4.43017e+07	6.26262e+07	4.59596e+07	4.75368e+07
Q14790	CASP8_HUMAN	CASP8	Caspase-8	5.72888e+06	5.33221e+06	5.20995e+06	5.16631e+06	5.40588e+06	5.19395e+06	5.24652e+06	5.13743e+06	4.92186e+06	5.42091e+06	5.3396e+06	5.33432e+06	5.80694e+06	5.53076e+06	5.58859e+06	5.80748e+06	5.37321e+06	5.48906e+06	5.96153e+06	5.75712e+06	5.75037e+06	6.35709e+06	5.71928e+06	5.76269e+06
Q147X3	NAA30_HUMAN	NAA30	N-alpha-acetyltransferase 30	4.80702e+06	4.72186e+06	4.1826e+06	4.18517e+06	3.89046e+06	4.33969e+06	4.37829e+06	4.24277e+06	4.83441e+06	4.83433e+06	4.72787e+06	4.62214e+06	5.74012e+06	4.93704e+06	5.04976e+06	5.13506e+06	5.13896e+06	5.11942e+06	5.28184e+06	5.09823e+06	5.05277e+06	4.91712e+06	5.46793e+06	4.79207e+06
Q14802	FXYD3_HUMAN	FXYD3	FXYD domain-containing ion transport regulator 3	3.98151e+07	2.41087e+07	4.1126e+07	4.36053e+07	3.08226e+07	4.2322e+07	3.86484e+07	3.41498e+07	4.14967e+07	3.06109e+07	3.23045e+07	1.94266e+07	5.54347e+07	6.64212e+07	8.16955e+07	4.17787e+07	8.68035e+07	1.03476e+08	6.84696e+07	5.29552e+07	8.41732e+07	8.5761e+07	7.01527e+07	6.74532e+07
Q14807	KIF22_HUMAN	KIF22	Kinesin-like protein KIF22	5.01429e+06	4.59832e+06	4.07418e+06	4.86527e+06	4.35467e+06	4.53462e+06	4.625e+06	4.59264e+06	4.74426e+06	4.85056e+06	4.31129e+06	4.47561e+06	6.13247e+06	4.38773e+06	4.58264e+06	5.25701e+06	4.98773e+06	4.83839e+06	4.81172e+06	5.1437e+06	4.79569e+06	4.20016e+06	5.05336e+06	5.02153e+06
Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	2.97669e+06	3.36892e+06	2.99896e+06	3.27625e+06	2.74277e+06	2.66651e+06	3.49692e+06	3.13201e+06	3.19059e+06	2.88884e+06	2.65845e+06	3.17897e+06	2.32977e+06	2.56658e+06	2.55053e+06	2.79828e+06	2.50465e+06	2.74808e+06	2.71867e+06	2.69172e+06	2.11176e+06	2.78952e+06	2.19102e+06	2.62525e+06
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	6.51331e+07	6.58465e+07	6.73814e+07	6.18011e+07	6.32363e+07	6.25196e+07	6.57882e+07	6.41793e+07	7.03057e+07	6.44864e+07	6.64073e+07	6.55353e+07	8.48188e+07	6.8912e+07	6.98004e+07	7.02049e+07	7.05087e+07	7.65175e+07	7.26489e+07	7.1556e+07	7.26316e+07	6.39821e+07	6.87856e+07	7.40596e+07
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	3.1707e+08	2.95697e+08	2.80481e+08	2.53304e+08	3.25846e+08	3.05998e+08	2.50244e+08	2.61846e+08	2.81829e+08	2.62937e+08	2.73352e+08	2.94277e+08	1.58016e+08	4.0235e+08	2.88327e+08	2.63417e+08	2.6962e+08	2.48152e+08	2.73262e+08	2.59291e+08	2.80064e+08	4.26788e+08	2.73717e+08	2.77324e+08
Q14849	STAR3_HUMAN	STARD3	StAR-related lipid transfer protein 3	429789	403554	471205	465373	474935	386575	455277	357420	339912	479075	491169	419976	659964	609608	639347	558481	524131	476061	534786	638480	498530	420718	579119	541883
Q14865	ARI5B_HUMAN	ARID5B	AT-rich interactive domain-containing protein 5B	4.15059e+06	8.20935e+06	4.93218e+06	8.2364e+06	4.10089e+06	7.52274e+06	4.22206e+06	7.97547e+06	4.20737e+06	7.27813e+06	5.44235e+06	7.50082e+06	4.99892e+06	7.36331e+06	4.42555e+06	9.16203e+06	4.16858e+06	7.45374e+06	4.91736e+06	1.11823e+07	4.68782e+06	7.55736e+06	4.8806e+06	9.86982e+06
Q14872	MTF1_HUMAN	MTF1	Metal regulatory transcription factor 1	367940	480142	357490	407318	492843	406432	346721	429043	403471	370428	332174	473529	391414	391311	288960	375148	309968	389610	408444	369031	343972	373555	382491	385584
Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1	2.98842e+07	2.95499e+07	3.54394e+07	2.8433e+07	3.027e+07	3.13218e+07	2.90981e+07	3.04582e+07	3.258e+07	2.81092e+07	3.31746e+07	2.96325e+07	2.98638e+07	2.35365e+07	2.83069e+07	2.65287e+07	2.47146e+07	2.5032e+07	2.61742e+07	2.5987e+07	2.77117e+07	2.2282e+07	2.4659e+07	2.87088e+07
Q14919	NC2A_HUMAN	DRAP1	Dr1-associated corepressor	2.02212e+07	1.96956e+07	1.78825e+07	1.887e+07	2.20519e+07	2.40086e+07	1.69734e+07	1.86141e+07	1.43417e+07	1.68053e+07	1.87825e+07	1.7416e+07	1.43108e+07	2.50579e+07	2.24307e+07	2.25575e+07	1.95957e+07	2.18501e+07	1.58098e+07	1.79414e+07	1.98182e+07	3.34564e+07	2.16655e+07	2.21399e+07
Q14938	NFIX_HUMAN	NFIX	Nuclear factor 1 X-type	335779	340109	428382	308271	322910	369301	347394	378710	465721	434693	438032	407358	379705	428895	460396	459288	425842	492663	412470	408406	435765	333316	422207	418602
Q14956	GPNMB_HUMAN	GPNMB	Transmembrane glycoprotein NMB	1.89845e+07	2.0334e+07	1.88867e+07	1.7419e+07	2.04295e+07	2.02554e+07	2.17453e+07	1.90208e+07	1.74661e+07	2.1658e+07	1.93878e+07	1.92757e+07	3.96005e+07	7.8638e+07	7.17103e+07	6.10542e+07	6.93792e+07	5.26749e+07	7.97131e+07	7.59416e+07	6.91767e+07	7.74154e+07	7.52138e+07	6.66946e+07
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	6.55148e+06	6.14211e+06	6.45482e+06	5.9865e+06	5.95793e+06	6.16466e+06	6.18035e+06	5.86888e+06	6.27018e+06	6.04514e+06	6.36811e+06	6.37105e+06	6.73649e+06	6.48204e+06	6.30223e+06	6.34067e+06	6.63866e+06	6.40971e+06	6.56696e+06	6.79251e+06	6.50775e+06	5.86909e+06	6.07793e+06	6.51099e+06
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	1.83321e+08	1.74144e+08	1.49539e+08	1.79116e+08	1.8053e+08	1.78073e+08	1.78274e+08	1.68062e+08	1.60568e+08	1.78902e+08	1.66933e+08	1.61539e+08	1.65679e+08	1.77567e+08	1.64741e+08	1.92876e+08	1.85101e+08	1.63936e+08	1.66832e+08	1.72068e+08	1.66376e+08	2.29471e+08	1.86582e+08	1.74651e+08
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	9.39727e+07	1.00086e+08	9.15401e+07	8.90187e+07	1.05478e+08	1.11623e+08	9.7504e+07	9.07374e+07	8.86923e+07	9.43918e+07	9.11762e+07	9.35142e+07	4.40091e+07	1.14308e+08	9.25569e+07	8.08329e+07	7.82605e+07	8.13032e+07	8.20486e+07	8.69298e+07	8.66853e+07	1.25999e+08	8.94198e+07	8.68091e+07
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	4.65346e+07	4.64104e+07	3.94623e+07	4.55251e+07	4.44398e+07	4.78604e+07	4.32362e+07	4.23358e+07	4.47906e+07	4.74778e+07	4.16209e+07	4.35731e+07	4.05154e+07	4.40589e+07	4.18163e+07	4.32488e+07	4.6826e+07	4.45759e+07	4.34322e+07	4.22178e+07	4.38928e+07	5.66521e+07	4.38646e+07	4.18172e+07
Q14997	PSME4_HUMAN	PSME4	Proteasome activator complex subunit 4	4.90967e+06	4.98198e+06	5.38602e+06	5.13674e+06	4.90311e+06	4.93713e+06	5.42964e+06	5.26426e+06	5.78625e+06	5.5586e+06	5.16024e+06	5.35708e+06	6.29023e+06	4.85025e+06	4.7621e+06	5.06915e+06	5.37669e+06	5.69641e+06	5.133e+06	5.03136e+06	5.35449e+06	4.14231e+06	5.44038e+06	5.02434e+06
Q14999	CUL7_HUMAN	CUL7	Cullin-7	387824	350861	364693	318411	389911	355459	346666	325368	296231	310629	343170	379700	390766	371071	271648	338640	358132	368195	390007	299781	310119	254522	282729	281918
Q149N8	SHPRH_HUMAN	SHPRH	E3 ubiquitin-protein ligase SHPRH	5.34546e+06	6.0496e+06	5.29295e+06	4.84036e+06	5.83641e+06	5.26971e+06	5.10659e+06	5.21882e+06	5.85626e+06	6.34957e+06	5.93503e+06	5.08361e+06	6.42269e+06	5.51085e+06	5.95907e+06	4.63254e+06	5.67183e+06	6.63327e+06	6.27139e+06	6.10963e+06	5.31446e+06	4.85908e+06	5.30236e+06	4.70687e+06
Q14BN4	SLMAP_HUMAN	SLMAP	Sarcolemmal membrane-associated protein	2.51852e+06	2.41602e+06	2.08606e+06	2.70986e+06	2.53541e+06	2.4231e+06	2.30412e+06	2.3337e+06	2.29178e+06	2.40755e+06	2.23044e+06	2.5721e+06	2.00455e+06	2.26183e+06	2.15686e+06	2.44422e+06	2.29761e+06	2.10783e+06	2.30832e+06	2.04544e+06	2.15537e+06	2.64947e+06	2.21459e+06	2.26279e+06
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	2.32276e+07	2.38692e+07	2.29636e+07	2.42411e+07	2.2659e+07	2.43316e+07	2.4407e+07	2.54369e+07	2.46156e+07	2.49832e+07	2.41316e+07	2.51817e+07	2.43576e+07	2.18928e+07	2.20535e+07	2.41766e+07	2.28087e+07	2.40724e+07	2.45245e+07	2.40839e+07	2.31628e+07	2.27244e+07	2.36124e+07	2.44158e+07
Q14CB8	RHG19_HUMAN	ARHGAP19	Rho GTPase-activating protein 19	173574	223808	203862	275366	126052	201031	259290	186327	136011	233771	203367	251396	186988	186910	220717	199687	201253	237423	343737	274975	195818	223113	187041	176319
Q14CN4	K2C72_HUMAN	KRT72	Keratin, type II cytoskeletal 72	5.03574e+06	7.38301e+06	7.66716e+06	4.83932e+06	7.53032e+06	6.36253e+06	7.97771e+06	4.53362e+06	6.0718e+06	6.39018e+06	4.38987e+06	4.35196e+06	3.9894e+06	1.72486e+06	3.78991e+06	4.36852e+06	3.75393e+06	4.27688e+06	2.71703e+06	4.45743e+06	3.98327e+06	2.73341e+06	3.46315e+06	3.63156e+06
Q14CS0	UBX2B_HUMAN	UBXN2B	UBX domain-containing protein 2B	676132	565349	653682	578159	669792	697456	486941	541975	565095	615304	547237	583283	671447	589978	756007	743913	833718	707534	580552	772987	630262	1.03073e+06	814401	741408
Q14CW9	AT7L3_HUMAN	ATXN7L3	Ataxin-7-like protein 3	277357	291844	175216	282675	253670	182467	322764	223599	208422	320664	199585	249686	220833	310002	341502	266412	319268	362478	207547	234035	283334	370628	280683	331693
Q14CX7	NAA25_HUMAN	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit	5.23927e+06	6.3784e+06	6.04836e+06	6.3062e+06	5.44982e+06	5.8667e+06	6.03965e+06	6.27518e+06	6.18253e+06	6.2188e+06	5.6298e+06	5.73366e+06	6.83386e+06	5.16484e+06	5.90782e+06	5.9598e+06	6.04648e+06	6.2925e+06	6.06673e+06	6.49768e+06	5.87707e+06	4.98519e+06	6.06642e+06	6.16164e+06
Q14CZ0	HAPR1_HUMAN	HAPSTR1	HUWE1-associated protein modifying stress responses 1				2071.77			3552.19		3484.19		2393.06		3139.85	3440.04					3618.91				2601.18	2854.97
Q14CZ7	FAKD3_HUMAN	FASTKD3	FAST kinase domain-containing protein 3, mitochondrial	398794	463736	357638	424544	485289	401005	352817	467689	364619	335108	412668	405569	532407	430144	467281	445841	572630	464615	388214	427341	533855	419893	410814	396314
Q15003	CND2_HUMAN	NCAPH	Condensin complex subunit 2	2.77633e+07	2.59451e+07	2.38392e+07	2.46798e+07	2.60758e+07	2.44945e+07	2.35924e+07	2.36629e+07	2.47953e+07	2.48159e+07	2.46638e+07	2.486e+07	2.73754e+07	2.96738e+07	2.90887e+07	2.93249e+07	2.86102e+07	2.60724e+07	2.99649e+07	2.86306e+07	2.85351e+07	3.48205e+07	2.8686e+07	2.88924e+07
Q15004	PAF15_HUMAN	PCLAF	PCNA-associated factor	9.59835e+06	9.15501e+06	7.82772e+06	9.66401e+06	9.12567e+06	1.3096e+07	9.02658e+06	8.7496e+06	6.23468e+06	7.87859e+06	7.63765e+06	7.69558e+06	5.39708e+06	1.39455e+07	1.00752e+07	8.58253e+06	9.57991e+06	9.67961e+06	9.20085e+06	7.45538e+06	9.55158e+06	1.60799e+07	1.07998e+07	8.07735e+06
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	2.57757e+07	2.54223e+07	3.07721e+07	2.94697e+07	2.6277e+07	2.47715e+07	2.84363e+07	2.96117e+07	2.63291e+07	2.59033e+07	2.52378e+07	2.65794e+07	2.32363e+07	2.31985e+07	2.47178e+07	2.56189e+07	2.29359e+07	2.83798e+07	2.55033e+07	2.70289e+07	2.37583e+07	1.89694e+07	2.37911e+07	2.55367e+07
Q15006	EMC2_HUMAN	EMC2	ER membrane protein complex subunit 2	1.28408e+07	1.32433e+07	1.24355e+07	1.58896e+07	1.31107e+07	1.44389e+07	1.22236e+07	1.38099e+07	1.33078e+07	1.47408e+07	1.28879e+07	1.36761e+07	1.31532e+07	1.39135e+07	1.3621e+07	1.47166e+07	1.55919e+07	1.44258e+07	1.36287e+07	1.30577e+07	1.38514e+07	1.74897e+07	1.49632e+07	1.43478e+07
Q15007	FL2D_HUMAN	WTAP	Pre-mRNA-splicing regulator WTAP	1.12358e+07	1.00814e+07	1.04231e+07	1.17457e+07	1.12741e+07	1.10347e+07	1.07513e+07	1.15653e+07	1.15155e+07	1.08175e+07	1.08668e+07	1.30171e+07	8.00143e+06	1.30484e+07	1.16486e+07	1.1956e+07	1.16433e+07	1.23612e+07	1.23599e+07	1.23671e+07	1.12042e+07	1.54182e+07	1.20141e+07	1.21949e+07
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	4.77394e+07	5.72992e+07	5.67767e+07	5.32034e+07	4.93026e+07	5.5109e+07	5.59109e+07	5.69529e+07	5.27626e+07	5.41736e+07	5.58134e+07	5.2812e+07	5.72401e+07	4.71814e+07	5.20364e+07	4.96442e+07	5.15102e+07	5.85296e+07	5.16686e+07	5.39906e+07	5.39473e+07	4.62755e+07	5.15404e+07	5.2626e+07
Q15011	HERP1_HUMAN	HERPUD1	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	777500	805257	807742	763580	599278	628851	709626	792185	849821	716807	936196	1.0954e+06	1.46156e+06	1.2577e+06	881633	1.27847e+06	1.22661e+06	1.05435e+06	1.50348e+06	1.04877e+06	1.01569e+06	1.13345e+06	1.08648e+06	1.20882e+06
Q15013	MD2BP_HUMAN	MAD2L1BP	MAD2L1-binding protein	207764	365387	246111	328493	304270	370640	211116	299691	243460	258405	285090	206430	393966	199329	256973	316132	306319	244033	253538	327066	286651	345007	305739	356744
Q15014	MO4L2_HUMAN	MORF4L2	Mortality factor 4-like protein 2	1.05258e+07	9.09004e+06	8.56476e+06	1.0236e+07	9.23359e+06	1.06552e+07	9.0316e+06	9.36335e+06	7.27596e+06	1.01491e+07	9.14963e+06	1.05023e+07	8.09382e+06	1.1679e+07	1.03025e+07	9.96568e+06	1.04374e+07	1.0151e+07	1.02861e+07	1.00046e+07	9.83293e+06	1.5347e+07	1.09276e+07	9.93265e+06
Q15018	ABRX2_HUMAN	ABRAXAS2	BRISC complex subunit Abraxas 2	7.9354e+06	7.95313e+06	7.4407e+06	7.24601e+06	7.60056e+06	6.69692e+06	6.61341e+06	7.21821e+06	7.07821e+06	7.06033e+06	7.24048e+06	7.66999e+06	7.57756e+06	7.38811e+06	7.65832e+06	7.33246e+06	7.2406e+06	7.46717e+06	8.0202e+06	8.44178e+06	7.32972e+06	7.31537e+06	7.00377e+06	7.85844e+06
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	7.78444e+07	7.31437e+07	7.77826e+07	6.67432e+07	7.68429e+07	6.85481e+07	7.37368e+07	7.65767e+07	7.04428e+07	7.40957e+07	7.58017e+07	7.89039e+07	5.99685e+07	6.33199e+07	6.32172e+07	6.60045e+07	6.2073e+07	5.8397e+07	6.82795e+07	6.79301e+07	6.54755e+07	6.51909e+07	6.35056e+07	6.76425e+07
Q15020	SART3_HUMAN	SART3	Squamous cell carcinoma antigen recognized by T-cells 3	1.39063e+07	1.44209e+07	1.54307e+07	1.39259e+07	1.31604e+07	1.35835e+07	1.47337e+07	1.45523e+07	1.48132e+07	1.52336e+07	1.44195e+07	1.42016e+07	1.60998e+07	1.47139e+07	1.47438e+07	1.5177e+07	1.52155e+07	1.65335e+07	1.59617e+07	1.62093e+07	1.53306e+07	1.3337e+07	1.49022e+07	1.54192e+07
Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1	2.02527e+07	2.12552e+07	1.95176e+07	1.95354e+07	1.92278e+07	1.99455e+07	2.06545e+07	1.9663e+07	2.09474e+07	2.06765e+07	2.01251e+07	1.9391e+07	2.5734e+07	2.08145e+07	2.041e+07	2.15683e+07	2.1927e+07	2.3484e+07	2.28346e+07	2.30162e+07	2.2529e+07	1.94216e+07	2.30693e+07	2.24573e+07
Q15022	SUZ12_HUMAN	SUZ12	Polycomb protein SUZ12	2.77906e+06	2.96032e+06	3.10349e+06	2.87537e+06	2.65461e+06	3.00795e+06	2.79408e+06	3.14023e+06	3.1675e+06	2.92545e+06	3.15067e+06	3.09096e+06	4.32171e+06	3.41265e+06	3.4627e+06	3.27762e+06	3.7242e+06	3.84686e+06	3.41409e+06	3.69133e+06	3.69467e+06	3.0511e+06	3.64576e+06	3.27548e+06
Q15024	EXOS7_HUMAN	EXOSC7	Exosome complex component RRP42	2.38584e+07	2.44803e+07	2.41206e+07	2.20533e+07	2.45699e+07	2.39107e+07	2.42241e+07	2.20083e+07	2.30896e+07	2.32084e+07	2.41938e+07	2.42388e+07	2.12636e+07	2.45303e+07	2.39746e+07	2.39805e+07	2.45504e+07	2.55107e+07	2.65244e+07	2.39912e+07	2.51397e+07	2.52228e+07	2.44501e+07	2.4301e+07
Q15025	TNIP1_HUMAN	TNIP1	TNFAIP3-interacting protein 1	4.17821e+06	4.18891e+06	3.61905e+06	6.96695e+06	4.35552e+06	4.42377e+06	3.97428e+06	6.51433e+06	3.57376e+06	3.76398e+06	3.73795e+06	6.74624e+06	2.96429e+06	6.35944e+06	4.82486e+06	1.17858e+07	4.87646e+06	4.52232e+06	4.75764e+06	1.08425e+07	4.45184e+06	7.04557e+06	4.60927e+06	1.11123e+07
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	8.65436e+07	8.57866e+07	8.87534e+07	7.67266e+07	8.48142e+07	7.9499e+07	8.35199e+07	8.43496e+07	8.06727e+07	8.37844e+07	8.61288e+07	8.8473e+07	8.54902e+07	8.91498e+07	8.61343e+07	8.35109e+07	8.26338e+07	8.67446e+07	9.36499e+07	8.82492e+07	8.6693e+07	8.27189e+07	8.43112e+07	8.90666e+07
Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	5.07044e+06	5.73219e+06	5.66808e+06	5.31607e+06	5.17866e+06	5.54215e+06	5.24904e+06	5.88788e+06	5.58414e+06	5.61729e+06	5.66045e+06	5.2138e+06	6.89372e+06	5.30385e+06	5.76388e+06	5.59892e+06	5.6339e+06	5.68618e+06	5.87611e+06	6.11039e+06	5.7665e+06	4.57209e+06	5.4116e+06	5.24262e+06
Q15032	R3HD1_HUMAN	R3HDM1	R3H domain-containing protein 1	825745	788078	864291	826011	799779	985963	811423	756477	690609	854438	852342	877858	651103	1.12042e+06	957895	861680	952443	1.09724e+06	968687	938654	911135	1.23739e+06	994975	949782
Q15034	HERC3_HUMAN	HERC3	Probable E3 ubiquitin-protein ligase HERC3	8079.05	5829.05		5400.39	6322.11	6863.75	10734.3	4624.49	7965.98	10919.3	5967.57	10367.3	6159.22		6356.02	8330.96	6165.41		8624.05	6371.05	5218.86	8032.53	7286.06	7475.14
Q15035	TRAM2_HUMAN	TRAM2	Translocating chain-associated membrane protein 2	489136	581502	823313	967108	829138	675756	630528	747287	749096	757226	645521	777728	483474	527252	703960	451030	684979	558209	611672	699217	598632	528495	591069	561460
Q15036	SNX17_HUMAN	SNX17	Sorting nexin-17	1.73205e+07	1.99451e+07	1.96523e+07	1.76726e+07	1.88378e+07	1.96729e+07	2.10805e+07	1.9175e+07	2.19993e+07	2.02253e+07	1.96197e+07	1.66288e+07	2.28278e+07	2.16398e+07	2.49597e+07	2.24632e+07	2.33126e+07	2.46192e+07	2.40221e+07	2.63218e+07	2.25509e+07	1.75899e+07	2.32934e+07	2.3319e+07
Q15040	JOS1_HUMAN	JOSD1	Josephin-1	413746	753913	470618	711281	632516	546153	541770	678087	691449	637513	486527	652962	564357	303075	620741	563423	624656	722123	953313	635448	838423	510406	712017	667899
Q15041	AR6P1_HUMAN	ARL6IP1	ADP-ribosylation factor-like protein 6-interacting protein 1	3.94698e+07	3.93193e+07	4.49418e+07	4.74511e+07	3.59755e+07	4.09545e+07	4.26605e+07	4.93189e+07	4.63432e+07	4.07541e+07	4.03431e+07	4.18631e+07	6.20494e+07	4.03866e+07	3.86877e+07	4.77398e+07	5.14945e+07	5.70535e+07	4.80352e+07	4.38461e+07	4.20331e+07	3.63228e+07	3.984e+07	4.48269e+07
Q15042	RB3GP_HUMAN	RAB3GAP1	Rab3 GTPase-activating protein catalytic subunit	1.19345e+07	1.19131e+07	1.17787e+07	1.13979e+07	1.09021e+07	1.16705e+07	1.17851e+07	1.23311e+07	1.17794e+07	1.18748e+07	1.21131e+07	1.26816e+07	1.16826e+07	1.08815e+07	1.05459e+07	1.10876e+07	1.05318e+07	1.09986e+07	1.12956e+07	1.10647e+07	1.09505e+07	1.04672e+07	1.1141e+07	1.09847e+07
